Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,SeasonType,MPG
Avery Bradley,SG,28,MEM,63,1905,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.009,-2.8,-0.9,-3.7,-0.8,2019,Regular Season,30.238095238095237
Avery Bradley,SG,29,LAL,49,1186,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,2020,Regular Season,24.20408163265306
Avery Bradley,SG,30,HOU,27,602,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,2021,Regular Season,22.296296296296298
Avery Bradley,SG,31,LAL,62,1406,7.8,0.55,0.6,0.051,2.4,8.0,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,0.04,-3.5,-0.1,-3.6,-0.6,2022,Regular Season,22.677419354838708
Ayo Dosunmu,SG,22,CHI,77,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2.0,0.0,2022,Regular Season,27.4025974025974
Ayo Dosunmu,SG,23,CHI,80,2098,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,0.067,-3.0,0.6,-2.5,-0.2,2023,Regular Season,26.225
Bam Adebayo,C,21,MIA,82,1913,17.9,0.623,0.031,0.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,2019,Regular Season,23.329268292682926
Bam Adebayo,PF,22,MIA,72,2417,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3,2020,Regular Season,33.56944444444444
Bam Adebayo,C,23,MIA,64,2143,22.7,0.626,0.01,0.443,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,5.6,3.2,8.8,0.197,2.9,2.0,4.9,3.7,2021,Regular Season,33.484375
Bam Adebayo,C,24,MIA,56,1825,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,2022,Regular Season,32.589285714285715
Bam Adebayo,C,25,MIA,75,2598,20.1,0.592,0.011,0.361,8.0,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3,2023,Regular Season,34.64
Ben McLemore,SF,26,HOU,71,1619,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,2.2,1.1,3.3,0.099,0.1,-0.6,-0.5,0.6,2020,Regular Season,22.802816901408452
Ben McLemore,SG,27,LAL,53,905,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,2021,Regular Season,17.07547169811321
Ben McLemore,SG,28,POR,64,1285,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,2022,Regular Season,20.078125
Ben Simmons,PG,22,PHI,79,2700,20.0,0.582,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,2019,Regular Season,34.177215189873415
Ben Simmons,PG,23,PHI,57,2017,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,2020,Regular Season,35.3859649122807
Ben Simmons,PG,24,PHI,58,1877,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.153,0.7,2.2,2.9,2.3,2021,Regular Season,32.36206896551724
Ben Simmons,PG,26,BRK,42,1105,13.4,0.559,0.009,0.243,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,0.5,1.7,2.2,0.097,-2.2,2.6,0.4,0.7,2023,Regular Season,26.30952380952381
Bennedict Mathurin,SG,20,IND,78,2222,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,2023,Regular Season,28.487179487179485
Bismack Biyombo,C,26,CHO,54,783,14.4,0.602,0.0,0.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2.0,0.125,-2.4,0.0,-2.5,-0.1,2019,Regular Season,14.5
Bismack Biyombo,C,27,CHO,53,1029,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,2020,Regular Season,19.41509433962264
Bismack Biyombo,C,28,CHO,66,1349,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3.0,-0.4,2021,Regular Season,20.439393939393938
Bismack Biyombo,C,29,PHO,36,506,17.3,0.596,0.0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1,2022,Regular Season,14.055555555555555
Bismack Biyombo,C,30,PHO,61,874,14.4,0.555,0.0,0.34,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,2023,Regular Season,14.327868852459016
Blake Griffin,PF,29,DET,75,2622,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.9,0.2,5.1,4.7,2019,Regular Season,34.96
Blake Griffin,PF,30,DET,18,512,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,2020,Regular Season,28.444444444444443
Blake Griffin,PF,31,BRK,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17.0,1.3,1.1,11.8,19.3,0.9,1.1,2.0,0.081,-0.8,0.0,-0.8,0.3,2021,Regular Season,25.782608695652176
Blake Griffin,C,32,BRK,56,958,13.7,0.518,0.463,0.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.5,0.3,2022,Regular Season,17.107142857142858
Blake Griffin,C,33,BOS,41,569,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,2023,Regular Season,13.878048780487806
Blake Wesley,SG,19,SAS,37,669,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,2023,Regular Season,18.08108108108108
Boban Marjanović,C,30,PHI,58,681,24.2,0.664,0.038,0.504,14.0,26.9,20.6,12.8,1.1,3.1,15.7,23.3,2.1,0.9,3.0,0.212,2.8,0.3,3.2,0.9,2019,Regular Season,11.741379310344827
Boban Marjanović,C,31,DAL,44,422,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,2020,Regular Season,9.590909090909092
Boban Marjanović,C,32,DAL,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,0.7,0.3,1.0,0.183,1.9,-2.6,-0.8,0.1,2021,Regular Season,8.212121212121213
Bobby Portis,PF,23,WAS,50,1299,16.1,0.529,0.304,0.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,2019,Regular Season,25.98
Bobby Portis,PF,24,NYK,66,1393,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,2020,Regular Season,21.106060606060606
Bobby Portis,C,25,MIL,66,1372,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2.0,4.8,0.167,1.8,-0.4,1.5,1.2,2021,Regular Season,20.78787878787879
Bobby Portis,C,26,MIL,72,2028,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,2022,Regular Season,28.166666666666668
Bobby Portis,PF,27,MIL,70,1818,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2,2023,Regular Season,25.97142857142857
Bogdan Bogdanović,SG,26,SAC,70,1947,14.1,0.53,0.431,0.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7,2019,Regular Season,27.814285714285713
Bogdan Bogdanović,SG,27,SAC,61,1766,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,2020,Regular Season,28.950819672131146
Bogdan Bogdanović,SG,28,ATL,44,1305,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.3,0.3,3.6,1.8,2021,Regular Season,29.65909090909091
Bogdan Bogdanović,SG,29,ATL,63,1848,15.4,0.562,0.578,0.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.095,1.5,-0.2,1.3,1.5,2022,Regular Season,29.333333333333332
Bogdan Bogdanović,SG,30,ATL,54,1508,14.2,0.586,0.589,0.126,1.6,10.4,6.0,13.4,1.4,1.0,9.2,19.8,1.8,1.0,2.8,0.088,1.1,-0.7,0.5,0.9,2023,Regular Season,27.925925925925927
Bojan Bogdanović,SF,29,IND,81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,2019,Regular Season,31.765432098765434
Bojan Bogdanović,SF,30,UTA,63,2083,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,2020,Regular Season,33.06349206349206
Bojan Bogdanović,SF,31,UTA,72,2216,14.0,0.588,0.498,0.286,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.2,-0.7,-0.4,0.9,2021,Regular Season,30.77777777777778
Bojan Bogdanović,PF,32,UTA,69,2131,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,0.118,1.6,-1.6,0.0,1.1,2022,Regular Season,30.884057971014492
Bojan Bogdanović,PF,33,DET,59,1893,17.4,0.627,0.4,0.344,2.0,11.3,6.5,13.6,0.9,0.4,11.7,25.9,3.1,0.4,3.5,0.09,2.6,-1.8,0.8,1.4,2023,Regular Season,32.08474576271186
Bol Bol,PF,23,ORL,70,1505,14.4,0.603,0.236,0.226,5.2,25.3,15.2,6.9,1.0,5.5,17.6,18.2,0.0,2.2,2.3,0.072,-1.8,0.9,-0.9,0.4,2023,Regular Season,21.5
Bones Hyland,SG,21,DEN,69,1310,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,2022,Regular Season,18.985507246376812
Bones Hyland,PG,22,LAC,56,1085,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,2023,Regular Season,19.375
Brad Wanamaker,PG,29,BOS,36,343,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1.0,0.134,-1.3,0.7,-0.7,0.1,2019,Regular Season,9.527777777777779
Brad Wanamaker,PG,30,BOS,71,1369,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,2020,Regular Season,19.281690140845072
Brad Wanamaker,PG,31,CHO,61,1053,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1.0,17.1,16.9,-0.2,1.0,0.9,0.039,-4.4,0.3,-4.0,-0.5,2021,Regular Season,17.262295081967213
Brad Wanamaker,PG,32,WAS,23,320,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0.0,0.004,-5.3,-0.5,-5.8,-0.3,2022,Regular Season,13.91304347826087
Bradley Beal,SG,25,WAS,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,2019,Regular Season,36.926829268292686
Bradley Beal,SG,26,WAS,57,2053,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5,2020,Regular Season,36.01754385964912
Bradley Beal,SG,27,WAS,60,2147,22.7,0.593,0.27,0.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9,2021,Regular Season,35.78333333333333
Bradley Beal,SG,28,WAS,40,1439,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,2022,Regular Season,35.975
Bradley Beal,SG,29,WAS,50,1673,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6,2023,Regular Season,33.46
Brandon Boston Jr.,SG,20,LAC,51,760,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,2022,Regular Season,14.901960784313726
Brandon Clarke,PF,23,MEM,58,1300,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,2020,Regular Season,22.413793103448278
Brandon Clarke,PF,24,MEM,59,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.4,1.2,1.5,1.3,2021,Regular Season,23.983050847457626
Brandon Clarke,PF,25,MEM,64,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2.0,2022,Regular Season,19.46875
Brandon Clarke,PF,26,MEM,56,1090,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,0.8,1.8,2.5,1.3,2023,Regular Season,19.464285714285715
Brandon Goodwin,PG,24,ATL,34,430,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,2020,Regular Season,12.647058823529411
Brandon Goodwin,PG,25,ATL,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,2021,Regular Season,13.191489361702128
Brandon Goodwin,PG,26,CLE,36,502,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,2022,Regular Season,13.944444444444445
Brandon Ingram,SF,21,LAL,52,1760,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-1.3,-0.7,-2.0,0.0,2019,Regular Season,33.84615384615385
Brandon Ingram,PF,22,NOP,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,2020,Regular Season,33.935483870967744
Brandon Ingram,SF,23,NOP,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,2021,Regular Season,34.31147540983606
Brandon Ingram,SF,24,NOP,55,1869,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2.0,1.9,2022,Regular Season,33.981818181818184
Brandon Ingram,SF,25,NOP,45,1538,19.2,0.582,0.196,0.326,1.7,16.4,9.1,28.1,1.0,1.2,13.4,30.8,1.8,1.7,3.5,0.108,2.2,-0.4,1.7,1.4,2023,Regular Season,34.17777777777778
Brandon Knight,PG,27,CLE,39,736,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0.0,0.0,-0.002,-3.5,-2.0,-5.4,-0.6,2019,Regular Season,18.871794871794872
Brandon Knight,SG-PG,28,DET,25,462,8.5,0.503,0.784,0.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3,2020,Regular Season,18.48
Brandon Williams,PG,22,POR,24,640,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,2022,Regular Season,26.666666666666668
Brodric Thomas,SG,24,CLE,32,399,8.0,0.487,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.3,-4.4,-0.2,2021,Regular Season,12.46875
Brook Lopez,C,30,MIL,81,2322,14.6,0.597,0.651,0.169,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,2019,Regular Season,28.666666666666668
Brook Lopez,C,31,MIL,68,1817,15.0,0.551,0.484,0.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2.0,1.9,2020,Regular Season,26.720588235294116
Brook Lopez,C,32,MIL,70,1902,15.4,0.611,0.439,0.222,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0.0,0.0,0.0,0.9,2021,Regular Season,27.17142857142857
Brook Lopez,C,33,MIL,13,298,16.0,0.57,0.405,0.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,2022,Regular Season,22.923076923076923
Brook Lopez,C,34,MIL,78,2373,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,2023,Regular Season,30.423076923076923
Bruce Brown,SG,22,DET,74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,2019,Regular Season,19.58108108108108
Bruce Brown,PG,23,DET,58,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,2020,Regular Season,28.17241379310345
Bruce Brown,PG,24,BRK,65,1451,16.1,0.604,0.139,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,2021,Regular Season,22.323076923076922
Bruce Brown,SF,25,BRK,72,1774,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,2022,Regular Season,24.63888888888889
Bruce Brown,SF,26,DEN,80,2280,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,2023,Regular Season,28.5
Bruno Caboclo,PF,23,MEM,34,800,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,2019,Regular Season,23.529411764705884
Bruno Fernando,C,21,ATL,56,713,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,2020,Regular Season,12.732142857142858
Bruno Fernando,C,24,ATL,39,405,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,0.109,-2.8,0.7,-2.0,0.0,2023,Regular Season,10.384615384615385
Bryce McGowens,SG,20,CHO,46,787,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,2023,Regular Season,17.108695652173914
Bryn Forbes,SG,25,SAS,82,2293,12.0,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1.0,0.1,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,2019,Regular Season,27.963414634146343
Bryn Forbes,SG,26,SAS,63,1579,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,2020,Regular Season,25.063492063492063
Bryn Forbes,SG,27,MIL,70,1354,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,2021,Regular Season,19.34285714285714
Bryn Forbes,SG,28,DEN,75,1286,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,2022,Regular Season,17.14666666666667
Bryn Forbes,SG,29,MIN,25,268,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,0.0,-4.8,-1.5,-6.3,-0.3,2023,Regular Season,10.72
Buddy Hield,SG,26,SAC,82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.5,-1.4,2.1,2.7,2019,Regular Season,31.890243902439025
Buddy Hield,SG,27,SAC,72,2216,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7,2020,Regular Season,30.77777777777778
Buddy Hield,SG,28,SAC,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.5,0.7,2.2,0.044,1.0,-1.6,-0.6,0.9,2021,Regular Season,34.267605633802816
Buddy Hield,SG,29,IND,81,2499,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.036,0.5,-1.7,-1.2,0.5,2022,Regular Season,30.85185185185185
Buddy Hield,SF,30,IND,80,2482,15.4,0.614,0.652,0.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4,2023,Regular Season,31.025
C.J. Miles,SF,31,MEM,53,856,9.0,0.504,0.653,0.186,1.7,10.3,6.1,6.0,1.5,1.5,8.2,18.6,-0.2,0.9,0.7,0.041,-2.4,-0.5,-2.9,-0.2,2019,Regular Season,16.150943396226417
CJ Elleby,SF,21,POR,58,1174,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,2022,Regular Season,20.24137931034483
CJ McCollum,SG,27,POR,70,2375,17.0,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4.0,1.7,5.6,0.114,2.1,-1.0,1.0,1.8,2019,Regular Season,33.92857142857143
CJ McCollum,SG,28,POR,70,2556,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,2020,Regular Season,36.51428571428571
CJ McCollum,SG,29,POR,47,1600,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,2021,Regular Season,34.04255319148936
CJ McCollum,SG,30,NOP,62,2145,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,2022,Regular Season,34.596774193548384
CJ McCollum,SG,31,NOP,75,2649,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,2023,Regular Season,35.32
Cade Cunningham,SG,20,DET,64,2088,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,2022,Regular Season,32.625
Cade Cunningham,PG,21,DET,12,400,14.0,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,2023,Regular Season,33.333333333333336
Caleb Houstan,SF,20,ORL,51,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,0.039,-3.1,-0.9,-4.0,-0.4,2023,Regular Season,15.92156862745098
Caleb Martin,SF,24,CHO,18,317,12.0,0.595,0.44,0.25,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,0.3,0.2,0.5,0.081,-1.6,0.6,-1.0,0.1,2020,Regular Season,17.61111111111111
Caleb Martin,SF,25,CHO,53,818,9.5,0.465,0.488,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,2021,Regular Season,15.433962264150944
Caleb Martin,SF,26,MIA,60,1372,14.8,0.611,0.378,0.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,0.139,0.1,0.9,1.1,1.1,2022,Regular Season,22.866666666666667
